age,income,loan,credit,approved
34,69011,40592,750,1
39,102493,160789,774,0
51,106179,5000,646,1
73,50966,159388,680,0
62,51921,113861,742,0
58,50145,84849,754,1
46,159540,42339,644,1
21,134085,5000,713,1
22,103281,186065,631,0
28,59983,128771,753,0
73,64722,50062,629,1
68,89537,52853,687,1
38,163365,21294,646,1
52,86555,77551,611,0
29,95353,26451,640,1
43,25000,54632,655,0
68,85303,65039,767,1
36,25000,224424,647,0
62,55520,5000,685,1
24,76875,42797,632,1
64,62915,128195,744,0
72,49561,96134,753,0
24,49918,84195,734,0
43,66558,270905,655,0
57,64811,117032,633,0
22,75810,5000,615,0
38,72820,5000,733,1
31,126155,26933,647,1
21,25000,5000,739,1
40,84798,36347,620,0
59,77840,57039,665,1
37,69632,51870,648,1
32,46767,5000,629,1
67,69011,5000,557,0
69,25000,87280,587,0
62,83268,161490,758,0
46,90522,5000,621,1
25,46837,5000,726,1
58,152627,22868,681,1
65,70182,167972,655,0
36,76762,34297,650,0
65,128431,5000,674,1
56,160684,173011,726,0
63,30066,85331,594,0
45,51913,5000,675,1
63,70892,5000,706,1
74,45285,5000,732,1
44,108844,13284,750,1
21,40880,148968,667,0
75,125664,5000,581,0
32,99945,5000,708,1
52,121561,38892,671,1
54,41059,24447,764,1
18,59660,5000,694,1
20,110919,125194,765,0
64,103663,17296,643,1
41,63525,7023,765,1
44,69218,57691,690,0
57,57626,7577,709,1
53,68142,5000,559,0
51,36386,5000,757,1
46,29671,205204,667,0
41,115217,93459,714,0
41,66783,5000,657,1
59,121053,131708,760,0
21,98839,71878,695,1
20,87480,33081,690,1
51,46591,5000,812,1
74,26568,5000,505,0
66,56723,107477,651,0
40,136276,90179,669,1
70,110558,5000,622,1
73,52983,5000,703,1
69,57177,84396,586,0
40,37836,118991,589,0
62,25000,71154,710,0
22,79064,5000,615,0
48,144003,48880,715,1
70,144505,13137,638,1
58,99316,60559,621,0
74,50893,148247,610,0
74,25000,5000,613,0
71,116882,52479,650,1
23,92888,22261,624,1
54,62350,8974,671,1
74,55668,18813,549,0
27,99017,135087,620,0
57,41935,76361,767,0
24,84569,5000,591,0
56,26207,81970,633,0
55,164140,5000,766,1
38,47518,5000,677,1
37,100935,5000,559,0
20,27079,70062,721,0
68,68469,7246,762,1
39,110384,109795,678,1
64,119038,60969,640,0
21,105531,50842,558,0
45,69470,5000,645,1
29,48361,71731,592,0
55,31892,154141,679,0
68,135151,5000,737,1
53,79134,18016,610,0
64,86529,137614,727,0
58,121614,5000,557,0
22,98469,40680,662,0
30,69903,5000,539,0
40,104776,8590,692,1
75,50098,5000,758,1
67,25000,108778,649,0
47,131473,42047,691,1
54,53431,5000,644,1
42,62828,63489,704,0
65,66356,46640,736,1
44,50911,5000,679,1
68,119053,187455,642,0
31,89978,71287,700,0
74,62848,133217,807,0
65,25000,17109,702,0
64,87151,5000,590,0
71,25000,5000,812,1
53,84309,5000,622,1
56,128727,137829,625,0
33,77582,5000,750,1
73,123253,113295,650,1
39,25832,5000,714,1
38,156541,5000,709,1
71,118891,5000,710,1
38,94038,48012,781,1
25,51064,5000,661,1
66,44419,5000,682,1
33,72163,11347,615,0
72,123111,5000,732,1
48,25000,5000,694,1
59,75416,32284,768,1
27,104368,5000,705,1
49,112173,127168,801,0
51,104249,129368,671,0
26,25000,5000,696,1
34,120271,78161,684,1
28,77687,35522,631,1
49,31576,115424,543,0
27,74033,5000,695,1
39,25000,70834,567,0
74,98131,54942,712,0
34,69891,50864,760,1
21,25000,5000,675,1
65,63396,124856,706,0
69,46701,5000,709,1
64,49256,5000,746,1
42,25000,5000,673,1
38,25000,5000,595,0
54,65812,10821,557,0
55,58929,65979,655,0
66,113959,92668,565,0
18,49728,40291,682,1
42,53920,143301,697,0
68,55790,39413,643,0
53,67118,5000,731,1
34,78658,5000,691,1
58,58746,86001,633,0
41,97848,5000,648,1
19,167008,5000,774,1
57,41982,5000,560,0
32,90673,5000,663,1
49,76181,5000,693,1
56,116881,69247,637,0
23,83119,10429,629,0
18,45941,132120,757,0
64,28397,5000,822,1
40,99419,46354,656,1
75,31647,5000,681,1
56,122349,82718,720,1
74,97127,5000,608,0
34,78468,75602,684,1
51,25000,5000,787,1
58,102012,5000,846,1
46,139670,97029,592,0
26,57996,155145,617,0
30,45323,5000,649,1
23,71318,5000,654,1
23,93677,176363,755,0
37,53751,41361,682,1
69,110967,5000,750,1
70,151428,148162,696,1
20,88209,76833,672,1
34,62000,38801,711,0
66,92600,5000,520,0
29,122091,197678,657,0
65,81385,50990,659,0
64,94403,5227,582,0
62,103190,146939,774,0
72,39982,5000,662,0
18,93364,5000,705,1
34,25000,5000,740,1
20,48662,5000,621,1
43,120826,32141,699,1
32,109841,81211,565,0
53,64192,5000,718,1
49,143231,54262,641,1
49,25000,5000,660,1
21,66796,21357,758,1
35,86004,126731,807,0
66,25000,69428,629,0
36,68693,76088,620,0
60,30020,5000,728,1
69,30930,184037,724,0
52,64110,83766,596,0
57,25000,5000,678,1
31,42681,121287,678,0
75,25000,75515,677,0
50,79951,5000,726,1
31,79173,46001,786,1
51,61058,5000,663,1
72,114857,5000,805,1
21,63153,5000,671,1
41,74076,120723,794,0
46,38759,147948,709,0
36,25000,5000,756,1
23,69186,7167,746,1
74,63962,141690,623,0
50,143396,83651,705,1
66,101697,69157,615,0
57,58475,41158,672,0
36,80666,87982,599,0
70,111280,27611,665,1
18,95670,152361,684,0
22,141756,20436,620,1
44,43424,19167,679,1
33,114001,5000,736,1
23,58085,114647,611,0
57,82744,5000,742,1
30,52692,5000,744,1
65,69319,15689,613,0
52,83462,5000,496,0
36,98730,65987,756,1
29,77454,81931,662,0
33,25000,5000,680,1
60,71922,247592,821,0
27,133816,13893,709,1
42,71605,5000,712,1
37,134939,156625,679,0
48,70192,88272,666,0
21,25000,62708,675,0
61,57681,5000,669,1
40,52662,33665,562,0
19,65818,5000,610,0
73,27587,8315,676,1
39,74647,226542,822,0
68,61869,5000,582,0
74,126514,44141,643,1
54,26590,5000,642,1
25,84826,5000,728,1
24,91441,5000,686,1
31,105999,64185,634,1
73,60456,47266,760,1
72,83832,5000,610,0
20,89131,37062,644,1
67,25000,39901,602,0
33,61891,43993,749,1
72,73693,98314,676,0
36,78383,155203,630,0
68,77893,5000,711,1
35,92500,5491,790,1
69,152504,16139,521,0
33,51182,5000,723,1
25,90246,5000,801,1
50,127052,75059,788,1
66,25000,183996,662,0
29,85725,5000,686,1
70,25000,213456,694,0
28,162423,5000,661,1
22,95882,126952,744,0
44,90483,64349,567,0
29,25000,45582,720,0
34,54820,5000,674,1
23,55008,31267,750,1
50,145658,5000,757,1
22,104168,105653,687,0
74,25000,119429,636,0
45,93780,5000,752,1
31,25000,5000,590,0
22,25000,5000,606,0
71,93136,189076,674,0
73,104790,48556,643,0
50,93350,122276,664,0
67,150183,5000,658,1
65,89750,5000,678,1
58,81803,5142,784,1
36,26359,5000,599,0
39,109304,43348,647,1
22,25000,5000,737,1
19,155814,105915,682,1
47,109831,37136,612,0
64,186591,148470,673,0
56,90573,5000,574,0
21,111806,5000,752,1
50,63913,5000,688,1
30,73268,67057,834,1
37,32938,5000,601,0
71,25000,167793,633,0
24,82579,15272,691,1
32,73032,5000,772,1
40,31961,17125,646,1
31,39050,5000,630,1
40,76298,104259,685,0
36,31275,5000,632,1
71,89265,5000,713,1
46,32516,44201,685,0
73,85234,5000,728,1
37,28971,5000,742,1
46,29139,31806,705,0
41,25000,19430,760,1
35,68588,12373,656,1
27,133162,50833,578,0
58,130893,5000,604,0
74,87962,39275,674,1
25,25000,5000,709,1
43,108755,95779,720,1
46,84026,28099,634,1
27,58739,169980,740,0
34,123294,5000,517,0
19,99617,58572,641,1
23,153461,120376,714,1
75,25000,72897,743,0
22,25000,41235,733,0
45,28640,56884,745,0
58,63599,70602,692,0
22,138526,53829,671,1
35,50056,28823,548,0
43,50911,88971,663,0
37,91691,23220,599,0
58,108726,5000,723,1
66,25000,194675,584,0
44,116588,100196,669,0
66,48791,5000,596,0
29,70903,10449,679,1
24,131730,5000,670,1
20,66342,5000,557,0
27,25000,99368,704,0
51,25000,5000,660,1
42,73835,183287,681,0
52,61625,5000,650,1
33,77378,27625,629,1
19,58948,5000,732,1
41,124657,56197,752,1
27,75990,65793,747,1
55,25000,101922,584,0
39,107661,5000,777,1
43,151250,64511,719,1
60,81197,5000,767,1
72,84302,37663,766,1
56,43804,5000,704,1
44,65301,5000,624,1
46,95114,87783,626,1
64,120271,9314,632,1
55,92840,98607,667,0
37,147721,104321,610,0
44,78938,134906,559,0
58,30132,5000,562,0
71,31277,5000,677,0
37,124376,126053,661,0
61,115284,38225,715,1
36,25000,137909,667,0
37,66619,5000,760,1
52,68072,85094,638,0
64,44938,33448,703,0
19,25000,26683,718,0
47,44055,5000,683,1
70,36866,5000,750,1
51,25000,83103,716,0
39,108162,5000,736,1
20,86317,46917,635,1
23,56435,184593,664,0
32,25000,5000,526,0
44,63036,6183,675,1
27,95842,16964,584,0
26,45558,5000,844,1
50,29001,5000,701,1
49,70079,85816,652,0
65,88402,135869,732,0
23,25000,40390,582,0
58,129160,89189,645,1
53,25034,16177,655,0
19,58088,14161,725,1
46,122250,5000,611,0
21,80014,5000,631,1
18,118843,128910,687,0
36,137147,5000,724,1
43,25000,78883,694,0
42,111081,5000,616,0
27,128019,33670,687,1
70,59967,29935,632,0
32,63151,5000,613,0
39,25000,5000,708,0
68,106243,5000,718,1
65,25000,31341,679,0
38,113752,5000,715,1
73,25000,25378,733,0
39,130627,82074,508,0
53,90850,28963,708,1
51,115358,5000,788,1
47,42488,5000,660,1
42,25000,126652,787,0
62,25000,42655,702,0
45,118648,97566,685,0
18,101517,105415,698,0
66,102936,5000,573,0
62,86657,5000,797,1
21,96754,81686,645,1
24,63333,5000,596,0
66,89812,5000,642,1
26,40726,38291,681,1
53,61290,9905,759,1
36,196733,5000,674,1
18,76556,5000,657,1
27,25000,110699,658,0
53,58656,23497,585,0
26,32699,88616,643,0
62,81368,5000,638,1
63,39425,5000,697,1
59,66526,87764,559,0
49,45406,133717,649,0
49,82887,5000,771,1
23,49904,111421,709,0
65,89275,5000,745,1
55,152943,5000,652,1
34,28823,76867,796,0
27,103954,5000,735,1
67,25000,5000,684,0
44,65689,5000,725,1
71,84156,5000,593,0
67,45079,5000,592,0
52,25000,77535,736,0
69,73478,68522,759,1
38,136284,68452,615,0
42,69142,126615,739,0
45,97342,107665,717,0
64,120075,5000,624,1
32,173858,83930,610,0
21,32908,118898,629,0
46,37035,95133,645,0
26,63310,101125,652,0
44,99617,17952,568,0
43,25000,5000,645,0
36,101150,11234,702,1
73,80930,5000,726,1
45,53642,110269,638,0
34,92020,44933,784,1
60,110585,95898,681,1
74,116120,5000,850,1
58,75590,5000,627,1
59,88041,5000,705,1
67,86532,5000,673,1
37,124247,53992,633,1
62,90248,5000,740,1
57,100808,5000,733,1
56,110706,5000,662,1
66,153342,5000,702,1
70,51567,77107,698,0
40,140028,5000,661,1
64,173843,5000,627,1
49,54118,72271,679,0
69,66328,84530,666,0
64,57861,5000,605,0
50,101275,53624,726,1
74,25000,95392,683,0
63,55020,5000,670,1
22,64054,5000,575,0
60,60556,5000,702,1
65,60153,65746,575,0
51,55429,44948,689,0
57,106095,35168,739,1
28,96529,5000,796,1
67,143136,99671,684,1
20,106197,5000,803,1
75,31096,8676,731,1
50,68198,45624,713,0
28,63950,187839,758,0
33,85209,5000,773,1
35,118729,5000,737,1
47,82433,5000,670,1
65,82539,122876,642,0
72,75401,41939,589,0
27,107423,60071,691,1
35,52243,94548,762,0
55,25000,120197,612,0
36,100783,5000,604,0
53,90006,71823,805,1
30,127936,122213,662,1
73,25000,46469,559,0
63,70986,5000,578,0
20,79268,5000,710,1
27,25000,66142,646,0
55,71536,5000,713,1
18,122476,5000,664,1
72,158444,5000,694,1
73,114296,52434,803,1
44,62021,76681,666,0
63,125460,5000,762,1
25,111456,5000,687,1
68,55624,95301,599,0
63,51728,84049,818,0
59,68259,67551,828,1
34,32966,60022,669,0
26,62568,5000,690,1
23,94470,15791,766,1
60,116540,36067,667,1
42,59845,5000,747,1
56,130536,60676,623,1
66,101004,39537,808,1
45,102826,19169,705,1
50,38239,103000,732,0
71,147310,21916,774,1
54,97134,82770,737,0
26,61693,5000,676,1
35,54635,97216,800,0
73,62581,78334,738,0
38,34266,202945,668,0
19,114532,158072,574,0
75,38363,104908,678,0
60,86592,5000,642,1
55,57003,5000,681,1
75,101831,5000,635,1
57,107268,70758,706,0
53,49243,133538,648,0
67,73645,5000,779,1
60,25000,5000,722,1
54,143021,32672,647,1
32,117720,5000,680,1
45,25000,5000,715,1
35,40323,129581,574,0
51,69607,87716,712,0
39,76550,96362,560,0
28,47557,5000,787,1
75,29202,5000,653,1
74,90801,5000,753,1
30,144579,5000,599,0
21,77186,66207,720,1
39,63331,89789,597,0
24,59126,5000,659,1
60,31131,76567,747,0
71,48120,76135,723,0
41,120444,5000,719,1
21,25000,5000,655,1
45,77804,5000,606,0
32,76118,104624,734,0
18,79735,88589,615,0
72,104096,75783,636,1
20,77446,5000,779,1
31,56841,139256,720,0
55,48735,44496,584,0
67,126933,69645,679,1
74,116642,168450,668,0
18,190105,82989,653,1
55,63760,20418,655,1
55,49471,5000,771,1
38,93126,5000,819,1
65,92160,5000,677,1
46,100454,98463,691,1
22,108885,5000,584,0
66,100066,110903,798,0
27,118001,94271,633,0
45,123320,5000,650,1
38,124033,44526,735,1
67,25000,76095,699,0
24,84295,37356,718,1
20,38071,128497,727,0
62,117217,5000,679,1
64,25000,70333,741,0
37,133769,5000,560,0
36,40412,5000,794,1
52,31245,5000,667,1
21,89249,5000,741,1
22,60069,31860,714,1
18,146175,5000,540,0
21,129521,5000,695,1
29,54566,5000,532,0
44,116699,5000,714,1
73,53188,5000,695,1
59,52843,75836,590,0
40,103567,161916,693,0
42,133233,46666,646,1
38,57357,40530,668,0
75,60402,23569,498,0
69,87048,5000,593,0
41,39240,76061,624,0
42,137616,108653,600,0
62,38857,5000,643,0
72,49672,113062,632,0
63,145689,160036,701,0
49,83583,5000,488,0
72,152743,103654,819,1
49,66228,160830,636,0
22,175780,87269,658,1
53,99625,15922,721,1
63,44902,92306,801,0
59,44286,5000,638,1
66,25000,5000,728,1
59,25000,5000,633,1
75,48618,5000,745,1
56,35336,33320,728,0
33,25000,54323,605,0
50,108660,82987,720,1
66,106013,5000,580,0
38,87335,44615,628,1
26,29601,36308,586,0
23,140871,5000,680,1
68,67873,5000,749,1
62,41670,90343,593,0
52,84303,37791,708,1
56,82009,28579,663,1
39,25000,101433,608,0
58,73762,215187,650,0
71,79821,10594,720,1
22,59850,49741,745,1
59,25000,5000,701,1
40,25000,201582,677,0
34,95562,5000,681,1
29,105464,5000,628,1
40,57079,79742,686,0
33,90292,5000,577,0
20,56683,133602,671,0
47,40870,77143,798,0
74,83579,5000,649,1
39,29036,83646,758,0
26,150751,5000,726,1
46,25000,64142,780,0
64,86353,5000,461,0
54,81009,5000,692,1
40,77459,55429,721,0
30,134335,180710,735,0
49,25000,5000,764,1
63,91469,5000,728,1
69,64064,5000,696,1
64,98359,5000,612,0
65,77187,74224,546,0
40,71999,102162,773,0
62,26707,68577,637,0
34,48074,16419,655,1
72,200260,5000,743,1
57,98724,195063,678,0
38,117103,5000,598,0
19,60924,5000,560,0
54,40775,5000,654,1
23,106057,5000,686,1
61,25000,57969,735,0
35,48970,5000,671,1
47,60816,5000,681,1
39,112799,5000,587,0
71,91548,5000,752,1
50,56084,5000,850,1
47,89758,142213,771,0
34,62873,5000,764,1
60,117801,41663,704,1
49,84446,34736,606,0
59,144457,37452,619,0
68,63888,5000,726,1
31,124015,5000,742,1
75,78616,81448,614,0
27,47110,47573,711,0
64,179062,5000,687,1
68,127388,5000,714,1
53,84372,5000,705,1
51,105639,5000,708,1
26,31719,5000,543,0
59,33127,5000,807,1
45,119563,122764,779,0
28,75191,122199,678,0
31,68767,90642,597,0
56,63482,5000,719,1
72,81082,5000,577,0
64,64830,5000,797,1
71,25000,103151,668,0
36,131635,99489,638,1
71,70577,69422,720,1
32,148261,5000,647,1
45,25000,5000,660,1
41,25000,20441,624,0
25,63983,5000,723,1
60,114101,144306,701,0
26,26213,5000,753,1
64,25000,5000,566,0
50,89878,5000,594,0
50,62485,13715,643,1
36,96763,10117,757,1
20,63202,108412,580,0
27,90405,5000,620,1
57,129645,5000,779,1
64,26298,36413,717,0
59,122391,5000,755,1
18,25000,136518,673,0
46,99373,5000,803,1
67,131770,175359,578,0
51,54037,5000,664,1
68,100782,5000,659,1
30,55516,76646,660,0
71,98415,72040,592,0
18,25000,73980,718,0
51,81486,38047,594,0
46,90815,209177,586,0
65,128787,5000,498,0
64,112010,138927,628,0
30,68550,5000,690,1
65,85722,162151,700,0
66,25000,58208,664,0
70,140762,154749,633,0
46,102646,101370,651,1
56,25000,5000,632,1
41,84839,5000,823,1
43,87893,5000,594,0
34,44042,149501,625,0
24,78874,94047,679,0
30,40020,42113,603,0
22,25000,5000,683,1
43,50466,63882,565,0
66,81863,5000,688,1
20,112133,52506,648,0
24,77792,20138,627,1
75,112523,5000,659,1
66,100948,85636,642,0
56,33584,180864,651,0
70,100644,5000,733,1
18,101749,105575,805,0
66,144672,5000,490,0
34,91426,76721,663,1
60,25613,5000,590,0
42,52836,6023,656,1
20,25000,13935,708,0
32,95419,138907,847,0
46,141158,22636,657,1
70,25000,5000,689,1
60,142849,23368,616,0
49,94889,181686,612,0
43,31936,74806,609,0
33,85267,5000,629,1
42,33226,149852,646,0
71,92616,44445,779,1
45,77534,5000,655,1
26,88173,61496,718,0
73,38242,17986,700,0
73,44067,5000,746,1
18,95072,56459,546,0
46,54890,5000,704,1
74,80960,5000,696,1
39,93119,5000,673,1
33,66105,40255,755,1
58,121204,18197,671,1
68,67577,105926,741,0
61,66376,5000,691,1
68,49731,5000,697,1
71,116599,188365,702,0
58,46711,5000,666,1
24,125179,127271,789,1
31,81524,5000,755,1
46,182283,279179,675,0
36,48581,87772,691,0
36,126007,5000,713,1
19,95409,5000,736,1
58,54449,62739,792,0
62,95947,5000,743,1
32,93998,85081,667,1
20,61722,5000,622,1
28,92131,5000,749,1
70,121537,5000,700,1
63,95454,40410,611,0
47,58232,52351,739,1
74,55979,32269,786,1
57,71503,5000,680,1
35,119498,144771,789,0
68,44848,17036,733,1
65,90685,5000,598,0
19,25000,94258,709,0
49,98784,5000,556,0
25,105070,65297,704,0
39,156104,5000,608,0
23,112011,95292,693,0
29,58951,93238,727,0
64,25000,5000,638,1
74,95567,42180,798,1
57,61911,28015,615,0
53,88364,19992,530,0
32,46192,5000,677,1
45,68072,5000,775,1
69,25000,5000,678,1
74,33151,35506,638,0
66,27509,5000,564,0
62,109911,31155,639,1
35,41909,5000,600,0
19,130117,30232,697,1
30,42302,36169,702,0
62,158837,95498,613,0
71,25000,143813,657,0
32,91972,84751,781,1
37,76543,173793,650,0
46,26542,27657,648,0
59,52962,33703,693,1
46,64548,94534,581,0
20,84992,21450,746,1
36,37543,5000,651,1
20,92012,139937,598,0
71,79788,87896,717,0
31,106167,82779,645,1
57,40505,5000,618,0
72,58626,105497,685,0
21,132684,36583,753,1
69,38758,5000,651,1
28,25000,85754,612,0
75,49761,5000,522,0
48,25000,5000,578,0
60,141915,5000,646,1
49,63689,10122,588,0
44,64075,153287,631,0
47,104701,55024,814,1
60,45977,21801,766,1
19,66362,135530,622,0
66,44922,70820,689,0
26,25000,111920,604,0
45,77030,107784,789,0
48,116029,5000,684,1
51,78171,11467,753,1
73,111791,5000,624,1
32,31168,96460,792,0
65,44838,5000,649,1
42,25000,5000,556,0
53,89662,24398,667,1
25,62295,38794,631,1
26,60797,76933,750,0
75,101759,26668,636,1
75,56080,5000,717,1
54,118186,87843,632,1
65,84426,103144,620,0
62,60354,5000,680,1
56,25000,115563,717,0
49,101530,5000,570,0
75,86317,157845,744,0
69,88242,5000,745,1
34,89518,5000,658,1
52,53836,81842,666,0
54,68945,200464,494,0
36,56657,5000,806,1
61,125002,97071,657,1
46,63995,74825,755,0
24,50230,27390,637,1
45,127750,195866,680,0
26,123398,5000,716,1
45,84454,118995,647,0
23,69805,107829,570,0
46,59818,125793,671,0
75,73241,115657,580,0
34,40011,48828,619,0
33,94334,5594,635,1
40,141100,5000,685,1
48,97504,77017,634,0
20,30870,29500,594,0
38,93204,13139,693,1
43,82781,5000,725,1
53,92851,5000,582,0
59,42217,92161,681,0
54,75134,31489,732,0
70,110323,126737,687,0
39,32200,5000,595,0
59,57035,79643,696,0
29,63485,5000,679,1
59,114934,126736,690,0
30,120899,128871,682,0
28,25000,5000,538,0
71,114900,5000,667,1
33,122158,5000,746,1
25,119587,131006,780,0
57,53814,5000,749,1
74,65807,85200,681,0
57,25000,5000,728,1
62,25000,116036,718,0
19,60539,123975,663,0
47,78058,163592,760,0
47,82070,16284,634,1
29,107845,30223,672,1
27,197445,18870,743,1
61,59160,32110,615,0
28,32777,5000,586,0
32,96845,114564,612,0
33,83889,5000,711,1
34,52019,18433,836,1
43,111434,45407,763,1
19,42522,69235,734,0
67,69857,5000,789,1
29,72163,10329,700,1
68,37091,31766,636,0
43,25000,94181,675,0
40,83758,12912,661,1
35,129748,21827,612,0
49,113436,40995,665,1
66,116111,113936,570,0
55,43042,5000,657,1
74,83562,38483,673,1
64,25000,123547,667,0
20,81756,5000,797,1
55,130551,5000,694,1
20,131793,127937,803,1
47,156217,5000,583,0
18,114567,5000,741,1
47,94029,52174,694,0
62,109988,5000,673,1
49,102222,5000,587,0
45,42709,76360,703,0
38,25000,10410,839,1
75,110310,17175,710,1
63,158733,5000,676,1
30,111958,8000,690,1
44,25000,125362,721,0
53,54227,40557,789,1
24,67132,114761,654,0
39,25000,17649,692,0
27,25000,31545,680,0
56,73516,56042,648,0
70,85465,72124,693,1
32,35559,5000,787,1
32,25000,27935,634,0
21,122732,5000,705,1
49,59698,150721,708,0
40,65423,5000,679,1
72,53133,76886,710,0
23,44152,5000,707,1
41,127111,5000,615,0
37,39808,5821,675,1
75,82187,133224,678,0
54,75348,5000,606,0
37,25000,5000,684,1
29,84637,5000,678,1
50,25000,39895,821,0
45,100418,5000,622,1
25,27543,87698,750,0
18,95880,5000,713,1
54,57819,5000,752,1
39,48027,95518,623,0
23,83422,5000,548,0
38,25000,5000,672,1
49,72231,22733,733,1
52,106290,5000,657,1
32,116704,126942,669,0
22,56494,95758,818,0
73,62333,70506,629,0
63,25000,31724,744,0
67,44971,12493,611,0
65,25000,12074,760,1
23,92602,5000,675,1
42,108686,30235,714,1
73,56831,5000,635,1
63,32670,23150,686,0
73,87327,34172,691,1
57,40281,5000,581,0
46,101877,104647,645,0
24,152417,5000,698,1
57,39622,5000,627,1
30,45332,5000,692,1
55,25000,122437,667,0
35,80844,32484,721,0
19,78124,28609,668,1
25,64177,99641,846,1
28,75645,5000,542,0
50,33253,100012,624,0
71,25000,61823,727,0
55,44637,129000,692,0
65,25000,5000,710,1
44,39618,6444,455,0
37,87389,41372,667,1
29,77386,25135,680,1
60,25000,91413,722,0
48,116973,12683,704,1
44,67217,5000,680,1
49,25000,138362,672,0
27,60425,183217,591,0
20,51679,5000,704,1
62,40290,68414,671,0
44,107503,89771,649,1
52,30747,49468,679,0
48,82385,155910,654,0
32,25000,5000,578,0
33,73524,5000,725,1
30,85616,38544,811,1
66,85693,103589,699,0
52,78232,126585,700,0
69,65439,5000,784,1
28,32436,5000,813,1
38,32897,92365,667,0
68,86953,39325,629,1
71,25000,43149,710,0
28,25000,94306,691,0
47,132190,5000,747,1
65,64611,10813,680,1
70,100400,71895,685,0
52,109939,5000,612,0
39,77045,5000,751,1
55,59928,38388,635,0
48,60608,71883,596,0
31,139321,5000,494,0
41,52647,83364,672,0
67,82057,64944,630,1
66,102092,5000,663,1
49,85028,209937,645,0
53,118375,5000,654,1
49,59535,88761,622,0
72,101934,52203,627,0
32,25000,5000,613,0
60,128876,37219,666,1
75,119926,72692,599,0
52,62822,258374,768,0
20,92553,5000,679,1
33,110642,5000,572,0
22,33489,5000,695,0
38,69218,27589,617,0
27,25000,83239,753,0
36,120536,37717,637,1
42,107910,17824,777,1
21,63762,152933,749,0
46,59123,5000,850,1
36,69041,163001,686,0
60,39109,79642,728,0
19,68038,149968,680,0
27,33490,5000,685,1
60,110933,5000,766,1
42,120477,5000,734,1
37,112807,54015,673,0
65,27232,55674,772,0
36,66661,190680,750,0
40,98389,36465,788,1
41,105750,5000,765,1
28,25000,105535,655,0
63,104619,5000,647,1
51,25269,5000,650,1
72,68841,86158,734,0
45,125299,5000,774,1
22,119882,5000,754,1
22,128045,142199,580,0
68,32349,71084,629,0
38,42228,77761,727,0
29,52487,5000,766,1
67,69142,86443,701,0
21,83668,7805,786,1
71,126090,5000,547,0
66,37855,62679,665,0
59,49845,30665,779,1
37,131945,5000,703,1
55,28638,106160,623,0
42,104074,113803,735,0
31,71454,5000,689,1
28,90522,78712,647,1
49,42545,103080,569,0
28,103287,5000,728,1
35,48831,5000,603,0
44,25000,5000,829,1
72,94201,80723,555,0
71,25000,65720,683,0
35,52279,5000,732,1
73,86645,17981,608,0
40,105311,5000,630,1
28,124060,5000,739,1
38,146101,134026,613,0
61,133869,50413,814,1
22,82661,18458,683,1
40,120024,18976,650,1
58,82044,86618,793,0
42,102436,5000,605,0
58,51026,5000,801,1
71,93483,47037,611,0
27,56070,119245,768,0
39,68058,5000,810,1
36,93609,109685,672,0
18,158655,5000,672,1
24,90790,7073,660,1
21,74531,32704,625,0
18,41728,5000,685,1
32,110848,5000,743,1
57,61581,46603,721,0
29,89966,181587,715,0
39,103077,5000,628,1
39,125564,5000,604,0
67,108694,5000,803,1
64,26061,11955,586,0
34,25000,5000,669,1
46,103058,5000,732,1
63,78440,46813,786,1
31,90658,5000,681,1
67,143790,159784,699,0
37,50336,5000,646,1
67,126656,120515,801,1
65,50733,187838,776,0
50,137610,125847,609,0
72,105020,115903,725,0
60,25000,93692,671,0
32,58308,47101,701,0
29,151626,124304,623,1
57,146607,9153,543,0
71,99168,99217,602,0
37,89169,118622,641,0
47,84589,70680,645,1
55,92481,8456,515,0
20,69367,69050,701,1
45,123440,5000,581,0
73,98113,5000,677,1
43,36385,93013,597,0
47,101199,41696,554,0
30,81599,92061,676,0
30,62501,42207,665,1
19,150941,70758,686,1
54,79150,141866,791,0
66,25000,17031,729,0
55,65346,5000,817,1
19,114739,64382,658,0
53,37941,5000,629,1
71,113380,86709,712,0
43,35092,5000,810,1
28,128466,164072,601,0
25,52097,93179,778,1
61,60928,103287,713,0
57,57963,105174,649,0
60,98898,5000,785,1
39,148764,9192,596,0
37,75593,5000,726,1
25,74563,149561,667,0
46,52069,5000,758,1
57,25000,28813,703,0
43,56059,128003,756,0
47,25000,152739,683,0
34,25000,9932,649,1
37,71920,5000,674,1
69,53296,48485,692,0
72,130062,56650,704,1
33,40775,63916,727,0
63,101814,5555,681,1
60,101032,18955,727,1
24,128485,5000,835,1
33,67630,42697,629,0
62,127761,94143,750,1
64,97437,51059,632,1
73,120571,26483,613,0
65,170766,119904,780,1
44,70071,50521,616,0
70,81832,32480,678,1
40,60527,36213,623,1
41,136692,5000,849,1
26,179186,5000,678,1
52,104366,20061,602,0
68,25000,5000,619,0
37,39675,26380,828,1
54,121383,98536,665,1
59,29225,86458,674,0
34,50978,61404,783,0
64,49575,97579,769,0
48,71913,112426,618,0
72,85268,109533,624,0
74,25000,107560,641,0
25,25000,5000,657,1
32,25000,5000,738,1
48,25000,5000,673,1
70,75640,5000,658,1
47,82783,104287,680,0
63,115527,22281,640,1
37,97197,5000,788,1
56,51709,43082,631,0
70,84197,72866,681,0
72,117169,92059,723,0
29,65904,5000,727,1
66,62583,5000,652,1
